DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB1,2017,1492187,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB1,2018,1493055,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB1,2019,1495885,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB1,2020,1498223,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB1,2021,1500830,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB2,2010,513794,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB2,2011,518554,b
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB2,2012,518370,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB2,2013,518289,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB2,2014,519136,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB2,2015,521863,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB2,2016,532715,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB2,2017,528728,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB2,2018,529597,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB2,2019,531007,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB2,2020,533113,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB2,2021,534438,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB3,2010,2008170,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB3,2011,1989471,b
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB3,2012,1991497,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB3,2013,1995752,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB3,2014,2000852,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB3,2015,2012517,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB3,2016,2031780,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB3,2017,2045138,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB3,2018,2051027,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB3,2019,2057952,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB3,2020,2062567,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEB3,2021,2063123,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEC0,2010,1022585,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEC0,2011,1001879,b
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEC0,2012,997855,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEC0,2013,994287,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEC0,2014,990718,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEC0,2015,989035,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEC0,2016,995597,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEC0,2017,996651,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEC0,2018,994187,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEC0,2019,990509,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEC0,2020,986887,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEC0,2021,983991,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED2,2010,1631486,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED2,2011,1594568,b
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED2,2012,1591710,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED2,2013,1591320,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED2,2014,1590927,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED2,2015,1592765,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED2,2016,1602754,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED2,2017,1600155,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED2,2018,1598573,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED2,2019,1598199,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED2,2020,1596566,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED2,2021,1589888,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED4,2011,1505254,b
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED4,2012,1491442,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED4,2013,1480210,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED4,2014,1468954,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED4,2015,1463341,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED4,2016,1465612,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED4,2017,1454144,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED4,2018,1444953,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED4,2019,1436445,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED4,2020,1426380,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED4,2021,1413730,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED5,2011,966434,b
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED5,2012,971030,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED5,2013,978674,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED5,2014,986504,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED5,2015,999168,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED5,2016,1016485,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED5,2017,1027484,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED5,2018,1037782,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED5,2019,1043293,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED5,2020,1049025,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DED5,2021,1053323,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEE0,2010,2356219,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEE0,2011,2297386,b
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEE0,2012,2276736,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEE0,2013,2259393,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEE0,2014,2244577,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEE0,2015,2235548,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEE0,2016,2245470,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEE0,2017,2236252,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEE0,2018,2223081,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEE0,2019,2208321,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEE0,2020,2194782,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEE0,2021,2180684,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEF0,2010,2832027,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEF0,2011,2800134,b
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEF0,2012,2802266,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEF0,2013,2806531,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEF0,2014,2815955,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEF0,2015,2830864,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEF0,2016,2858714,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEF0,2017,2881926,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEF0,2018,2889821,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEF0,2019,2896712,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEF0,2020,2903773,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEF0,2021,2910875,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEG0,2010,2249882,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEG0,2011,2195344,b
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEG0,2012,2181603,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEG0,2013,2170460,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEG0,2014,2160840,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEG0,2015,2156759,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEG0,2016,2170714,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEG0,2017,2158128,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEG0,2018,2151205,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEG0,2019,2143145,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEG0,2020,2133378,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DEG0,2021,2120237,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK01,2010,1680271,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK01,2011,1699387,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK01,2012,1714589,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK01,2013,1732068,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK01,2014,1749405,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK01,2015,1768125,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK01,2016,1789174,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK01,2017,1807404,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK01,2018,1822659,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK01,2019,1835562,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK01,2020,1846023,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK01,2021,1855084,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK02,2010,820564,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK02,2011,819763,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK02,2012,817907,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK02,2013,816359,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK02,2014,816726,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK02,2015,820480,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK02,2016,827499,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK02,2017,832553,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK02,2018,835024,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK02,2019,836738,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK02,2020,837359,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK02,2021,838840,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK03,2010,1200277,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK03,2011,1200656,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK03,2012,1201342,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK03,2013,1201419,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK03,2014,1202509,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK03,2015,1205728,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK03,2016,1211770,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK03,2017,1217224,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK03,2018,1220763,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK03,2019,1223348,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK03,2020,1223105,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK03,2021,1223634,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK04,2010,1253998,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK04,2011,1260993,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK04,2012,1266682,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK04,2013,1272510,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK04,2014,1277538,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK04,2015,1282750,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK04,2016,1293309,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK04,2017,1304253,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK04,2018,1313596,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK04,2019,1320678,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK04,2020,1326340,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK04,2021,1332048,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK05,2010,579628,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK05,2011,579829,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK05,2012,579996,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK05,2013,580272,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK05,2014,581057,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK05,2015,582632,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK05,2016,585499,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK05,2017,587335,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK05,2018,589148,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK05,2019,589755,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK05,2020,589936,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,DK05,2021,590439,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EE00,2010,1333290,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EE00,2011,1329660,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EE00,2012,1325217,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EE00,2013,1320174,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EE00,2014,1315819,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EE00,2015,1314870,b
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EE00,2016,1315944,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EE00,2017,1315635,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EE00,2018,1319133,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EE00,2019,1324820,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EE00,2020,1328976,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EE00,2021,1330068,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL30,2010,4002871,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL30,2011,3992912,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL30,2012,3963887,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL30,2013,3912849,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL30,2014,3863763,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL30,2015,3822843,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL30,2016,3781274,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL30,2017,3773559,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL30,2018,3756453,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL30,2019,3742235,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL30,2020,3738901,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL30,2021,3736737,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL41,2010,200179,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL41,2011,200831,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL41,2012,200591,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL41,2013,199478,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL41,2014,198581,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL41,2015,197695,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL41,2016,196654,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL41,2017,203700,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL41,2018,211137,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL41,2019,221098,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL41,2020,229516,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL41,2021,229155,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL42,2010,332652,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL42,2011,333983,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL42,2012,334780,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL42,2013,334652,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL42,2014,334802,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL42,2015,334865,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL42,2016,334791,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL42,2017,338383,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL42,2018,340870,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL42,2019,344027,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL42,2020,347512,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL42,2021,347848,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL43,2010,623113,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL43,2011,627144,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL43,2012,629367,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL43,2013,630085,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL43,2014,630889,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL43,2015,631513,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL43,2016,631812,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL43,2017,632674,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL43,2018,633506,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL43,2019,634930,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL43,2020,636504,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL43,2021,636766,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL51,2010,610112,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL51,2011,611573,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL51,2012,612074,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL51,2013,610102,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL51,2014,608214,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL51,2015,606490,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL51,2016,604504,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL51,2017,602799,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL51,2018,601175,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL51,2019,599723,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL51,2020,598613,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL51,2021,594905,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL52,2010,1921906,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL52,2011,1925437,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL52,2012,1922590,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL52,2013,1912624,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL52,2014,1903360,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL52,2015,1893878,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL52,2016,1883339,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL52,2017,1880122,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL52,2018,1875996,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL52,2019,1873777,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL52,2020,1872102,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL52,2021,1858755,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL53,2010,286450,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL53,2011,285899,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL53,2012,284061,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL53,2013,281324,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL53,2014,278706,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL53,2015,276423,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL53,2016,273843,
ESTAT:TGS00096(1.0),17/11/22 09:58:00,A,NR,TOTAL,T,EL53,2017,271488,
